Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,Company,Region,Producer,Harvest.Year,Grading.Date,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Moisture,Color,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
ethiopia commodity exchange,Ethiopia,,,,,yirgacheffe,Contact name | Hailu Gebre Hiwot,2009/2010,"June 17th, 2010",,7.379678064493238,6.285865243028812,7.112060950287149,7.982966211526612,8.417386267275441,9.071482991531946,10.0,10.0,10.0,8.254568160023883,0.1,,m,,,
juan luis alvarado romero,Guatemala,la esperanza y anexos,11/23/0177,beneficio ixchel,"unex guatemala, s.a.",oriente,MARGARITA AVILA DE NUYENS,2016,"April 27th, 2016",,4.777903500420663,8.596821869976933,7.077572905039301,7.4838008824331075,10.0,8.323084908914726,10.0,10.0,10.0,8.936150788988042,0.1,Green,m,,,
exportadora de cafe condor s.a,Colombia,various,,trilladora agricola,exportadora de cafe condor s.a,santander,varios,2015,"April 8th, 2015",Washed / Wet,8.755277339896256,3.1880394506404697,9.007088127868556,8.602709449244264,8.72953011690359,8.28578476602433,10.0,10.0,10.0,7.8149059431585455,0.11,Green,m,1550.0,1550.0,1550.0
compañia colombiana agroindustrial s.a,Colombia,,,trilladora boananza,ecom cca sa,santander,,2014,"January 17th, 2014",Natural / Dry,8.00550324488819,8.469137450036273,9.763857842615977,6.533265562851902,9.193248932009144,7.809750644714326,10.0,10.0,10.0,7.99073874459319,0.12,Green,m,1550.0,1550.0,1550.0
"nomura trading co., ltd.",Indonesia,,,,"nomura trading co., ltd.",lintong,,2012,"November 26th, 2012",Semi-washed / Semi-pulped,7.943666779583683,7.015014271843199,10.0,7.915748265260997,5.393588960042238,8.571265463964952,10.0,10.0,10.0,7.7768574021402515,0.11,Green,m,1250.0,1400.0,1325.0
the coffee source inc.,Guatemala,coop. hoja blanca - fedecocagua,,coop. hoja blanca - fedecocagua,the coffee source inc.,huehuetenango,Coop. Hoja Blanca - Fedecocagua,2012,"January 18th, 2012",Washed / Wet,7.929359382748622,6.2072003053654905,9.351197319613762,6.767601552052599,8.896820413914734,8.256331297842186,10.0,10.0,10.0,7.768626197778372,0.0,,m,1400.0,1400.0,1400.0
seid damtew coffee planataion,Ethiopia,seid damtew coffee planation,,at site and addis ababa,seid damtew coffee planation,"kefa zone, gimbo distict, at a place called woka araba, south west ethiopia.",SEID DAMTEW COFFEE PLANATION,2016,"August 9th, 2016",Natural / Dry,6.597212405330155,6.470765568141081,9.418122441937284,8.992847080636091,7.773464534858327,8.220321943149166,10.0,10.0,10.0,8.430078765645707,0.11,Green,m,,,
carcafe ltda ci,Colombia,,,pasto,carcafe ltda,pasto,JOSE ALBEIRO GOMEZ / LUIS JABER REALPE,2015,"August 18th, 2015",Natural / Dry,7.511133419606428,9.038783036969717,9.875061057670457,7.56097779594669,9.586022294690716,7.923671984671251,10.0,10.0,10.0,8.599242545785,0.0,,m,2560.0,2560.0,2560.0
steven kil,Ethiopia,aricha coop,,aricha coop,the specialty coffee appraisers institute of asia,aricha,BNT,2014,"October 7th, 2014",Natural / Dry,4.516968771996163,9.064782621456438,7.4586689516803935,6.415682611063365,10.0,8.399863281832879,9.33,10.0,10.0,8.879160305617123,0.1,Green,m,1700.0,1700.0,1700.0
eileen koyanagi,United States of America,,,,kona pacific farmers cooperative,kona,,2014,"March 10th, 2014",Natural / Dry,8.642103465605683,4.212215471681148,9.464870519935813,9.880880779959494,8.830820971122211,8.810848937964034,10.0,10.0,10.0,7.8432142346635425,0.11,Bluish-Green,ft,,,
carcafe ltda ci,Colombia,,,,carcafe ltda,cundinamarca,ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA,2012,"March 16th, 2012",Natural / Dry,7.7426546208734335,9.35511222098216,9.12207082196826,8.669533241347489,7.161394575820927,8.009874927808925,10.0,10.0,10.0,8.713414987319306,0.11,Green,m,2136.0,2136.0,2136.0
kona pacific farmers cooperative,United States of America,,,,,kona,Kona Pacific Farmers Cooperative,2010-2011,"December 27th, 2010",,7.20852454737468,8.165363226057716,9.0381524417533,8.810304946004518,9.23633027158282,7.9581319610978385,9.33,9.33,10.0,8.668244330401622,0.01,,ft,,,
ethiopia commodity exchange,Ethiopia,,,,,sidamo,Exporter Name | Muluneh Kaka | Phone: 0114390290,2010,"June 17th, 2010",,8.018687367030441,5.796244974280229,8.59828736993606,9.858862079990072,7.969405248991285,8.709368399892302,10.0,10.0,10.0,7.7460618308511355,0.0,,m,,,
kona pacific farmers cooperative,United States of America,kona pacific farmers cooperative,,kona pacific farmers cooperative,,kona,,,"May 17th, 2010",,6.967946061423674,8.654236974609212,5.7594536271613705,8.12280997587682,8.873778183075402,8.862146475638655,10.0,10.0,10.0,7.963000530482581,0.0,,ft,,,
kyagalanyi coffee ltd,Uganda,mount elgon area,6133,kyagalanyi coffee ltd,kyagalanyi coffee ltd,eastern uganda,Kyagalanyi Coffee Ltd,2016,"July 24th, 2017",Washed / Wet,3.9041215715220803,5.745427057107142,7.45160620792412,9.082796797318439,8.589301743096053,8.486658013576585,10.0,10.0,10.0,8.389318493834915,0.11,Green,m,1800.0,1800.0,1800.0
racafe & cia s.c.a,Colombia,,3-37-1829,bachue,racafe & cia s.c.a,huila,La Plata,2016,"February 15th, 2017",Washed / Wet,6.0699025175146994,8.013198649883888,10.0,9.800997836125443,9.262741628381614,8.093201250777575,10.0,10.0,10.0,8.461162265029543,0.0,Green,m,,,
troy quimby,Costa Rica,estate la patricia,LP-C211-180,micro beneficio la cabaña-javier meza,bold coast coffee,tarrazu,Manuel Montero,2016,"January 30th, 2017",Washed / Wet,7.765346302236912,4.992564745562267,10.0,4.114994053991364,9.368101733874813,8.379708605284195,10.0,10.0,10.0,8.78100626776674,0.12,Green,m,1900.0,1900.0,1900.0
"el equimite, cafetal biodinámico",Mexico,various,Mezcla Veracruz 01,"cafetal el equimite, rancho agroecológico","cafetal el equimite, rancho agroecológico, s.p.r. de r.l.",veracruz,Varios productores minifundistas,2015,"September 21st, 2016",Washed / Wet,6.316318274609226,8.71856813474696,9.575526411597536,10.0,8.886909731178553,9.154709707346836,10.0,10.0,10.0,8.80883840959531,0.09,Green,m,1300.0,1300.0,1300.0
simon mahinda,Kenya,,CN 11462 AA,ckcm,c dorman ltd,,,2015,"May 7th, 2016",Washed / Wet,5.695700124623139,7.330126219975963,8.192832755210071,8.928226356841883,9.13511074138621,8.544401683249976,10.0,10.0,10.0,8.091585182761246,0.11,Green,m,1.0,1.0,1.0
rashid moledina & co. (msa) ltd.,Kenya,machure estate,,,rashid moledina & co. (msa) ltd,central kenya,,2012,"April 19th, 2013",Washed / Wet,4.727442417363249,5.752153372109518,9.584092405863665,7.95061619226113,8.752066490055615,8.377559139234627,10.0,10.0,10.0,8.334099255554339,0.0,Green,m,1580.0,1580.0,1580.0
nucoffee,Brazil,sitío são geraldo,,,nucoffee,grama valley,Idalina M. De Andrade Ferreira,2012,"February 29th, 2012",Natural / Dry,9.004596910090433,3.684382925959096,7.016940603266226,5.431690778769702,8.801440229218398,8.239726899232219,10.0,10.0,10.0,8.681177248628943,0.12,Green,m,1100.0,1100.0,1100.0
young kim,Mexico,kassandra,,,,mexico,Finca Kassandra,2010-2011,"April 6th, 2011",,7.47060330657992,4.3458408666617725,6.643510717415419,7.940693466530452,7.974744231150717,8.207359878512603,10.0,10.0,10.0,7.7376277054553295,0.0,,m,1400.0,1400.0,1400.0
kona pacific farmers cooperative,United States of America,kona pacific farmers cooperative,,,,kona,,,"February 24th, 2011",,7.264220897766631,7.211661020313118,7.192712995360157,7.4128575168369455,8.71678863259338,8.338052334011834,10.0,10.0,10.0,8.32705895547884,0.0,,ft,,,
carl walker,Guatemala,la igualdad,,concepcion,,"chuva, san marcos",Federico Weller,2009/2010,"September 7th, 2010",,7.113791993054671,7.49810441805842,6.77557758576368,8.425837556052048,9.323906349419351,8.29171586268703,10.0,10.0,10.0,8.255627708333567,0.04,,ft,3200.4,4754.88,3977.6400000000012
racafe & cia s.c.a,Colombia,,3-37-0277,bachue,racafe & cia s.c.a,huila,La Plata,2016,"November 25th, 2016",Washed / Wet,9.199738774048221,6.721711634764768,8.398146405147783,10.0,8.8414457953709,8.631165140550412,10.0,10.0,10.0,7.973499349138348,0.0,,m,,,
racafe & cia s.c.a,Colombia,,,,racafe & cia s.c.a,huila,La Plata,2015,"October 26th, 2015",Washed / Wet,9.57336734354963,7.525955448771202,6.550005648898237,8.401820237530165,8.951823390288398,7.912871959127339,10.0,10.0,10.0,8.738256764404722,0.12,Green,m,1600.0,1950.0,1775.0
"lin, che-hao krude 林哲豪",Taiwan,baishengcun coffee 百勝村咖啡莊園,,baishengcun coffee 百勝村咖啡莊園,taiwan coffee laboratory,natou county,SU CHUEN SHIAN 蘇春賢,2015,"June 9th, 2015",Semi-washed / Semi-pulped,7.152557356017237,8.66343882509862,7.241910253575506,7.9938877586219474,4.946997529744508,8.269555688686543,10.0,10.0,10.0,8.669077863747729,0.11,Green,m,800.0,800.0,800.0
taylor winch (t) ltd,Tanzania,hasambo amcos,,taylor winch (t) ltd,taylor winch (t) ltd,mbeya,Hasambo AMCOS,2014,"December 12th, 2014",Washed / Wet,6.313007626798706,3.7521786993359716,8.564754932481812,4.998712835844636,9.056720870779595,8.356523741825821,10.0,10.0,10.0,8.328685926657997,0.12,Green,m,1620.0,1620.0,1620.0
racafe & cia s.c.a,Colombia,,,,racafe & cia s.c.a,huila,LA PLATA,2012,"December 11th, 2012",Washed / Wet,6.658783057359159,7.252645435779692,7.526389704826688,9.1623877533418,9.09383058984592,8.478222237925545,10.0,10.0,10.0,8.727081975303967,0.11,Green,m,1600.0,1950.0,1775.0
artemio zapata tejeda,Mexico,el suspiro,,pacho viejo,,coatepec,ARTEMIO ZAPATA TEJEDA,2012,"July 11th, 2012",Semi-washed / Semi-pulped,4.327339273831703,7.12386480679344,5.445810489377153,7.654653833398799,4.395758508383039,8.075295463555909,10.0,10.0,10.0,8.126848860686469,0.11,,m,1200.0,1200.0,1200.0
nucoffee,Brazil,fazenda grota funda,,,nucoffee,south of minas,Glaucio Carneiro Pinto,2011,"December 23rd, 2011",Natural / Dry,5.600346822128506,10.0,9.712767026667807,8.668351217536813,6.869055760471323,8.215494965446162,10.0,10.0,10.0,7.830473255249977,0.11,Green,m,1200.0,1200.0,1200.0
nucoffee,Brazil,sitio claro,,,nucoffee,south of minas,Ricardo Luiz Ferreira,2011,"December 3rd, 2011",Natural / Dry,6.139723429630232,7.391886709244428,8.619564056143338,5.397792701330634,9.332663265744527,8.195501821030941,10.0,10.0,10.0,7.837239626258272,0.12,Green,m,1000.0,1000.0,1000.0
brian speckman,Kenya,,,,,,,2009-2010,"August 26th, 2010",,7.743998563188947,8.578375323203447,7.298482650095592,5.885032319131717,8.778954661124672,8.344869760907661,10.0,10.0,10.0,7.951515377555642,0.06,,m,,,
"lin, che-hao krude 林哲豪",Taiwan,shi fang yuan 十方源,2016 Tainan Coffee Cupping Event Micro Lot 臺南市咖啡評鑑批次,shi fang yuan 十方源,taiwan coffee laboratory,"dongshan dist., tainan city 臺南市東山區",Wang Chao Yung 王超永,2016,"May 18th, 2016",Natural / Dry,6.4567419724122965,6.939056386661076,6.629259462883621,10.0,9.717844084538966,8.53234053257814,10.0,10.0,10.0,8.684489926403518,0.0,Green,m,350.0,350.0,350.0
kawacom uganda ltd,Uganda,mt.elgon bugisu shamba 2,,kawacom,kawacom uganda ltd,eastern,Sipi organic coffee project,2013,"June 30th, 2014",Natural / Dry,6.543151776380112,5.246752768536556,8.09914650138346,6.86651185961542,7.230342455562884,8.284953432596735,10.0,10.0,10.0,8.84639001424231,0.12,Green,m,1400.0,1900.0,1650.0
kona pacific farmers cooperative,United States of America,,,,kona pacific farmers cooperative,kona,,2012,"April 6th, 2012",Natural / Dry,8.872393257651927,4.31789724364508,6.169863409437733,9.005323312372662,7.249294157388732,8.542475117158183,10.0,10.0,10.0,8.595871813061134,0.0,,ft,,,
ethiopia commodity exchange,Ethiopia,contact | sidacoop@ethionet.net,,coffee processing and warehouse enterpri,,sidamo,Sidama Coffee Farmers Coop. Union,2009/2010,"June 17th, 2010",,7.742436000848919,4.214859362064283,6.911205923985626,8.002630009776766,8.877211727896775,8.217462104653098,10.0,10.0,10.0,8.655113032691665,0.1,,m,1500.0,2000.0,1750.0
philip schluter,Ethiopia,contact | sidacoop@ethionet.net,,coffee processing and warehouse enterpri,,sidamo,Sidama Coffee Farmers Coop. Union,2009/2010,"June 17th, 2010",,7.90306151276488,7.1988831677681135,6.463909284470817,9.253926716302589,8.35329800513278,8.66703736785554,10.0,10.0,10.0,8.436103097844644,0.1,,m,1500.0,2000.0,1750.0
松澤宏樹 koju matsuzawa,Thailand,matsuzawa coffee,MCTFHMG15/16,matsuzawa coffee,matsuzawa coffee,thailand,Matsuzawa Coffee,2015,"June 27th, 2016",Pulped natural / honey,9.776762813818204,7.306063672463505,8.301625412104933,10.0,7.663038875950832,8.402749553163929,10.0,10.0,10.0,8.293825588924555,0.12,Green,m,,,
lydiah mwangi,Kenya,karatina,,sagana,c dorman ltd,nyeri,KARATINA,2014,"June 2nd, 2015",Washed / Wet,6.292090507168876,6.141706231165397,9.486844859249173,7.469643946753237,8.905221950713056,8.56354029353931,10.0,10.0,10.0,7.973906206549861,0.13,Green,m,1800.0,1800.0,1800.0
cadexsa,Honduras,cerro bueno,,cadexsa,cadexsa,marcala,Omar Acosta,2014,"April 25th, 2014",Washed / Wet,6.515342652556206,6.356631462810958,6.5725686756977275,7.745229566367601,8.994007934524562,8.7652504543498,10.0,10.0,10.0,7.830803630920736,0.11,Green,m,1450.0,1450.0,1450.0
the coffee source inc.,El Salvador,several,,la majada cooperative,,santa ana,Several producers,2010-2011,"August 23rd, 2011",,7.066045006229218,7.029280770451143,6.0790178836741875,7.495703094991052,8.300291915647014,7.946004606735553,10.0,10.0,9.33,8.799040521186992,0.15,,m,1200.0,1200.0,1200.0
grounds for health admin,Nicaragua,santa martha,,beneficio atlantic sebaco,,jinotega,Juan Alvaro Munguia,2009 - 2010,"May 31st, 2010",,7.538425732520338,7.850830833900898,5.9397449878142,8.521513315791942,10.0,8.470364929510053,10.0,10.0,10.0,8.507919287945143,0.18,,m,800.0,1050.0,925.0
consejo salvadoreño del café,El Salvador,monterrey,1-71,j.j. borja nathan,cafetalera del pacifico,apaneca,J.J. Borja Nathan,2016,"June 26th, 2017",Washed / Wet,7.008905923295518,4.506917554888121,8.146165904037572,6.4069995978984675,9.238469746747548,9.237945589122768,10.0,10.0,10.0,8.140232080827195,0.0,Blue-Green,m,1350.0,1350.0,1350.0
sanjava coffee,Indonesia,sran temanggung plantation,1,wet hulling,pt. shriya artha nusantara,"temanggung, indonesia",PT. Shriya Artha Nusantara,2016,"November 24th, 2016",Washed / Wet,6.216286455309888,5.478631609244091,7.640483622448927,7.625491613760808,8.483704878301266,8.159908348653293,10.0,10.0,10.0,8.728333742579462,0.12,Green,m,1200.0,1200.0,1200.0
松澤宏樹 koju matsuzawa,Japan,ada farm,MCRKPBG 15/16,ada farm,matsuzawa coffee,ada okinawa japan,Taijiro TOKUDA,,"November 2nd, 2016",Pulped natural / honey,7.849159332933952,6.7270219188682425,6.561005700594945,8.216531095161901,7.658634654742743,8.104480088548009,10.0,10.0,10.0,8.236750607435068,0.12,Green,m,170.0,170.0,170.0
rodrigo soto,Costa Rica,rio jorco,Tarrazu,rio jorco,panamerican coffee trading,tarrazu,Johanna,2015,"October 4th, 2016",Washed / Wet,8.758859333951179,4.739069296149316,9.627101933149536,9.745039755037329,9.17319373360952,8.411857564477913,10.0,10.0,10.0,8.301772309416869,0.1,Blue-Green,m,1150.0,1150.0,1150.0
juan luis alvarado romero,Guatemala,san diego buena vista,11/08/0109,san diego buena vista,"waelti schoenfeld exportadores de cafe, s.a.",acatenango,JUAN BOCK,2015,"June 1st, 2016",Washed / Wet,5.4927149314682495,8.01157394796776,6.248867561251915,8.359988373689635,9.00389810228034,8.909518002748547,10.0,10.0,10.0,8.527239219029212,0.1,Green,m,1600.0,1600.0,1600.0
fabian calderon mora,Costa Rica,coopetarrazú,,coopetarrazú,coopetarrazú.r.l,tarrazu,Coopetarrazú,2014,"July 6th, 2015",Washed / Wet,7.971056675278492,7.637735650509298,5.531224744927711,8.773363175030285,9.103984210636556,8.414017781384304,10.0,10.0,10.0,7.790254975875388,0.12,Green,m,1750.0,1750.0,1750.0
essencecoffee,Ethiopia,moplaco,,moplaco,essence coffee,yirgacheffe,Moplaco,2014,"May 23rd, 2015",Washed / Wet,6.45710285687084,10.0,8.944185193732197,5.709307366317269,9.045772495492358,8.468673474599537,10.0,10.0,10.0,8.309929485697099,0.1,,m,1900.0,1900.0,1900.0
essencecoffee,Costa Rica,finca salaca las brisas,,beneficio las brisas,essence coffee,costa rica,Maria Elena Castro,2014,"May 23rd, 2015",Other,3.835365520720389,8.318996050436972,6.459892194734081,7.765832497147338,6.127787467818233,7.970334799558383,10.0,10.0,10.0,8.234588890994871,0.08,Green,m,1750.0,1750.0,1750.0
eric thormaehlen,Costa Rica,various,,coricafe sa,coricafe s.a.,west valley,CORICAFE BLEND,2014,"March 5th, 2014",Washed / Wet,6.965637860480344,6.593153495754981,9.01826829586783,6.742363744848444,8.641737508733389,8.274791038542817,10.0,10.0,10.0,8.017236234416195,0.11,Green,m,1200.0,1200.0,1200.0
rob tuttle,Costa Rica,,,,thrive farmers,,,2012,"January 3rd, 2014",Washed / Wet,6.222677184716545,10.0,8.104663254313015,7.940276959278543,8.925482533496504,8.617215747833525,10.0,10.0,9.33,8.131378375420619,0.0,Green,m,,,
cqi taiwan icp cqi台灣合作夥伴,Taiwan,dragon 龍咖啡,,dragon coffee 龍咖,blossom valley宸嶧國際,taichung xinshe 台中市新社區,Gu yong long 古永龍,2013/2014,"December 26th, 2013",Washed / Wet,6.374485205961933,5.205783008032522,9.472664708050072,7.302682515897372,8.605471290192765,8.045219931689468,10.0,10.0,10.0,8.739667973492878,0.11,Green,m,1000.0,1000.0,1000.0
compañia colombiana agroindustrial s.a,Colombia,,,trilladora agricola,ecom cca sa,santander,,2013,"December 20th, 2013",Washed / Wet,5.7640145775632226,8.308531919248122,8.03843901522265,7.464163265113362,8.723324341367658,8.889742141411892,10.0,10.0,10.0,8.13751762439108,0.0,Green,m,1550.0,1550.0,1550.0
dream together,Kenya,,,,dream together inc.,nyeri,Sasini,2012,"September 16th, 2012",Washed / Wet,7.811822720897844,7.725313561676041,9.934425813345237,4.527139415036577,8.724837621971673,8.557597859505126,10.0,10.0,10.0,8.72105391326386,0.11,Bluish-Green,m,2000.0,2000.0,2000.0
juan luis alvarado romero,Guatemala,agropecuaria quiagral,,beneficio ixchel,"unex guatemala, s.a.",oriente,AGROPECUARIA QUIAGRAL,2012,"July 17th, 2012",Washed / Wet,5.404084808101615,6.2934024332091125,7.849739610928714,8.825537660976154,9.407495556410334,8.672683593023232,10.0,10.0,10.0,8.242560428888392,0.11,Green,ft,3931.92,3931.92,3931.92
juan luis alvarado romero,Guatemala,valparaiso,,beneficio valparaiso,sertrasa,acatenango,SERTRASA,2012,"July 3rd, 2012",Washed / Wet,8.378136143582154,8.882289269901744,10.0,6.919768774437388,9.121317074241123,8.759448359114405,10.0,10.0,10.0,8.065459422608043,0.12,Green,ft,4572.0,4572.0,4572.0
organizaciones de productores de cafe colimense,Mexico,"el nogal, la higuera, los laureles",,cafetaleros de el remudadero s.p.r. de r.l.,organizaciones de productores de cafe colimense sa de cv,el remudadero,"JORGE TORRES BELTRAN, VICENTE HERNANDEZ OCHOA, IGNACIO TORRES",2012,"July 2nd, 2012",Washed / Wet,6.019325163944168,8.563996178729957,7.682584396129086,7.634745170109568,8.68038859674687,7.915531137614128,10.0,10.0,10.0,8.743907676035954,0.13,,m,1200.0,1200.0,1200.0
afca,Uganda,,,ugacof,ugacof ltd,mbale,,2012,"February 13th, 2012",Washed / Wet,4.671029424595245,8.402369741362,7.385070527188884,7.69616682138495,8.801316561909072,8.258767782522604,10.0,10.0,10.0,7.873149070625652,0.11,Blue-Green,m,1700.0,1850.0,1775.0
benjamin schmerler,Peru,,,,,"penachi, cecanor",CECANOR,,"June 14th, 2011",,6.142262442241753,7.042172466584817,9.734110131793699,8.835381783590002,8.829470157839141,8.229806695995206,10.0,10.0,10.0,8.05349801515061,0.0,,m,,,
